Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
35349,04-12-2021,South,Ahmedabad,Web Development,Online,32901.46,45,Completed,Not Placed
35350,01-09-2023,North,Hyderabad,Cloud Computing,Online,164558.28,53,Completed,Not Eligible
35351,31-12-2020,North,Delhi,AI/ML,Offline,182830.7,66,Ongoing,Not Eligible
35352,02-12-2020,North,Bengaluru,Python,Offline,105203.99,65,Completed,Not Eligible
35353,25-04-2021,West,Bengaluru,Data Science,Offline,177802.74,73,Ongoing,Not Eligible
35354,02-04-2023,South,Ahmedabad,Python,Offline,118450.4,51,Completed,Not Eligible
35355,06-06-2023,North,Delhi,AI/ML,Online,144619.22,40,Completed,Placed
35356,11-02-2023,North,Pune,Web Development,Online,195878.17,41,Dropped,Not Placed
35357,24-01-2021,North,Bengaluru,AI/ML,Online,146536.52,94,Dropped,Placed
35358,07-04-2022,North,Kolkata,Cyber Security,Hybrid,50812.03,63,Ongoing,Placed
35359,04-03-2021,North,Delhi,AI/ML,Online,70304.89,50,Ongoing,Not Placed
35360,10-01-2022,North,Hyderabad,Python,Online,63438.97,55,Dropped,Not Eligible
35361,17-04-2021,South,Pune,Web Development,Online,181694.2,49,Completed,Placed
35362,22-07-2020,South,Mumbai,Cloud Computing,Hybrid,52111.23,78,Ongoing,Not Placed
35363,23-06-2021,West,Hyderabad,AI/ML,Online,22499.33,100,Completed,Placed
35364,16-03-2022,Central,Hyderabad,Data Science,Online,69610.14,80,Ongoing,Not Placed
35365,04-08-2023,South,Hyderabad,Web Development,Online,161088.7,91,Completed,Placed
35366,17-04-2021,North,Ahmedabad,Cyber Security,Online,217323.69,52,Completed,Not Placed
35367,01-07-2021,North,Delhi,AI/ML,Online,191562.21,45,Dropped,Placed
35368,20-08-2023,Central,Hyderabad,Python,Offline,135066.15,64,Dropped,Placed
35369,15-07-2023,East,Bengaluru,Web Development,Hybrid,139467.81,97,Dropped,Not Placed
35370,03-09-2023,West,Pune,AI/ML,Offline,114003.71,41,Completed,Not Placed
35371,08-12-2020,North,Pune,Cloud Computing,Offline,72265.5,42,Ongoing,Not Placed
35372,26-05-2021,Central,Chennai,Python,Online,52663.66,89,Dropped,Not Placed
35373,26-07-2022,South,Mumbai,Cloud Computing,Hybrid,103044.08,68,Ongoing,Placed
35374,28-12-2021,Central,Ahmedabad,AI/ML,Offline,235522.52,72,Dropped,Not Placed
35375,18-09-2021,North,Delhi,Web Development,Offline,133613.51,81,Dropped,Placed
35376,07-08-2021,North,Hyderabad,Data Science,Online,197378.3,86,Completed,Placed
35377,04-09-2022,North,Chennai,Python,Online,211662.47,59,Completed,Not Eligible
35378,10-02-2023,Central,Pune,Python,Online,147673.35,41,Completed,Not Placed
35379,24-12-2022,Central,Mumbai,Python,Offline,17959.13,55,Ongoing,Placed
35380,04-01-2022,West,Bengaluru,Web Development,Online,24854.88,70,Completed,Placed
35381,04-01-2022,West,Chennai,Cyber Security,Online,99571.74,88,Ongoing,Not Placed
35382,01-11-2022,South,Ahmedabad,Data Science,Online,185179.1,77,Completed,Not Placed
35383,10-10-2022,North,Kolkata,Python,Offline,51215.19,46,Ongoing,Not Placed
35384,26-12-2022,West,Hyderabad,Python,Online,86469.28,92,Ongoing,Placed
35385,29-10-2020,North,Kolkata,Python,Online,27080.29,65,Ongoing,Not Placed
35386,22-10-2022,East,Hyderabad,Data Science,Online,20311.68,66,Completed,Placed
35387,24-04-2023,South,Bengaluru,AI/ML,Online,103508.68,74,Dropped,Not Placed
35388,22-11-2020,East,Chennai,Python,Hybrid,24533.59,90,Ongoing,Placed
35389,15-07-2021,North,Chennai,Python,Online,43990.71,89,Dropped,Placed
35390,06-07-2022,Central,Mumbai,Data Science,Hybrid,86082.06,62,Dropped,Not Eligible
35391,05-02-2023,North,Delhi,Web Development,Offline,69011.5,57,Ongoing,Not Placed
35392,23-03-2023,South,Ahmedabad,Python,Online,190850.16,44,Ongoing,Placed
35393,22-03-2023,Central,Hyderabad,Data Science,Online,180960.36,95,Ongoing,Not Placed
35394,27-08-2023,West,Delhi,Python,Online,46397.23,78,Ongoing,Not Placed
35395,04-07-2021,North,Bengaluru,Cyber Security,Online,91530.12,66,Ongoing,Not Placed
35396,27-09-2022,South,Mumbai,Data Science,Offline,153720.29,70.10842186,Ongoing,Not Placed
35397,11-03-2023,East,Pune,Data Science,Online,245382.45,71,Completed,Placed
35398,17-05-2021,Central,Bengaluru,Data Science,Hybrid,30034.64,78,Completed,Not Placed
35399,17-09-2021,West,Mumbai,AI/ML,Online,84639.85,52,Dropped,Placed
35400,26-03-2022,West,Chennai,Python,Online,121765.2,43,Completed,Not Placed
35401,08-04-2023,East,Hyderabad,AI/ML,Online,79561.38,81,Dropped,Not Placed
35402,07-12-2020,East,Delhi,Cyber Security,Hybrid,212496.4,100,Ongoing,Placed
35403,25-07-2022,South,Ahmedabad,Web Development,Offline,68176.15,75,Completed,Placed
35404,10-06-2022,North,Delhi,Data Science,Online,236851.22,94,Completed,Placed
35405,16-01-2022,North,Chennai,Data Science,Offline,87571.66,50,Completed,Placed
35406,07-08-2022,East,Pune,Web Development,Online,86462.18,57,Dropped,Not Eligible
35407,13-05-2022,North,Mumbai,Python,Offline,102134.12,86,Completed,Placed
35408,08-10-2022,East,Pune,Data Science,Online,57764.83,71,Completed,Not Eligible
35409,10-03-2021,West,Mumbai,AI/ML,Online,152021.39,56,Ongoing,Not Placed
35410,10-06-2023,North,Pune,Python,Online,125222.26,62,Dropped,Placed
35411,13-10-2022,East,Chennai,AI/ML,Online,57734.24,70.10842186,Ongoing,Not Placed
35412,25-11-2021,North,Hyderabad,AI/ML,Offline,13463.4,68,Completed,Placed
35413,24-06-2023,North,Hyderabad,Data Science,Offline,201796.7,84,Dropped,Not Eligible
35414,28-11-2022,Central,Delhi,Web Development,Hybrid,189560.39,59,Completed,Placed
35415,27-04-2023,Central,Ahmedabad,Cyber Security,Offline,53476.22,47,Ongoing,Not Placed
35416,17-09-2021,North,Kolkata,AI/ML,Offline,246015.96,79,Completed,Not Eligible
35417,07-07-2023,East,Ahmedabad,Data Science,Online,141137.75,41,Ongoing,Not Placed
35418,20-06-2021,West,Mumbai,AI/ML,Online,39570.17,100,Ongoing,Not Placed
35419,23-08-2020,West,Bengaluru,Data Science,Hybrid,82988.93,77,Ongoing,Not Eligible
35420,20-07-2023,East,Delhi,Cloud Computing,Hybrid,17432.78,60,Dropped,Placed
35421,14-02-2023,West,Ahmedabad,Data Science,Online,53012.22,76,Ongoing,Placed
35422,17-12-2021,North,Kolkata,Data Science,Offline,105548.12,77,Ongoing,Placed
35423,13-11-2020,West,Kolkata,Cloud Computing,Offline,27429.75,54,Completed,Not Eligible
35424,22-10-2021,West,Pune,Python,Online,45443.17,67,Completed,Not Eligible
35425,12-05-2023,Central,Chennai,Cyber Security,Hybrid,39641.68,50,Completed,Not Eligible
35426,05-04-2021,North,Delhi,Cyber Security,Hybrid,240559.93,47,Ongoing,Not Placed
35427,22-06-2022,North,Delhi,Web Development,Offline,119687.2,52,Ongoing,Placed
35428,16-09-2022,West,Hyderabad,Data Science,Online,156343.06,72,Ongoing,Not Eligible
35429,11-03-2022,South,Hyderabad,AI/ML,Online,140971.94,49,Dropped,Not Eligible
35430,17-08-2022,North,Pune,Python,Offline,168892.06,54,Completed,Not Placed
35431,02-01-2022,Central,Kolkata,Data Science,Online,144107,40,Completed,Not Placed
35432,25-05-2023,East,Bengaluru,Python,Online,20069.05,74,Ongoing,Not Placed
35433,14-06-2023,North,Chennai,Cloud Computing,Online,154178.78,68,Ongoing,Not Placed
35434,21-10-2022,South,Ahmedabad,Data Science,Online,127943.51,85,Ongoing,Not Eligible
35435,22-11-2022,North,Chennai,Web Development,Offline,22662.98,87,Ongoing,Not Placed
35436,04-11-2020,North,Ahmedabad,Web Development,Online,228914.12,70.10842186,Ongoing,Placed
35437,25-11-2021,Central,Kolkata,AI/ML,Online,105045.15,58,Dropped,Placed
35438,16-09-2021,Central,Chennai,Web Development,Offline,6456.06,67,Ongoing,Not Placed
35439,30-11-2022,West,Delhi,Python,Online,97858.46,51,Dropped,Not Placed
35440,19-04-2021,North,Chennai,Python,Hybrid,161150.98,70.10842186,Ongoing,Not Eligible
35441,09-03-2022,South,Ahmedabad,Python,Offline,53925.64,81,Completed,Not Placed
35442,05-03-2021,East,Delhi,AI/ML,Online,221768.85,78,Ongoing,Not Placed
35443,07-09-2020,East,Ahmedabad,Python,Online,231952.85,90,Completed,Placed
35444,09-07-2023,West,Ahmedabad,Web Development,Offline,58535.56,54,Ongoing,Not Eligible
35445,30-10-2020,South,Mumbai,Python,Offline,185163.22,70,Ongoing,Placed
35446,26-02-2021,East,Pune,Data Science,Online,145729.5,97,Ongoing,Not Eligible
35447,24-07-2022,South,Bengaluru,Data Science,Online,6020.55,66,Ongoing,Placed
35448,22-11-2021,South,Pune,Data Science,Offline,108084.97,79,Ongoing,Placed
35449,29-06-2021,South,Ahmedabad,Python,Hybrid,77153.4,60,Ongoing,Placed
35450,16-11-2022,South,Pune,AI/ML,Hybrid,91233.58,64,Ongoing,Not Placed
35451,26-07-2021,Central,Pune,Cyber Security,Offline,37968.8,41,Completed,Placed
35452,13-03-2021,North,Delhi,Cyber Security,Hybrid,140159.06,83,Completed,Not Placed
35453,11-10-2022,West,Pune,Cloud Computing,Offline,186595.72,100,Ongoing,Placed
35454,21-12-2020,West,Bengaluru,Cyber Security,Offline,195530.4,60,Dropped,Placed
35455,03-02-2022,North,Ahmedabad,AI/ML,Online,164790.31,96,Ongoing,Not Placed
35456,20-08-2021,Central,Pune,Cyber Security,Online,246244.88,53,Ongoing,Not Eligible
35457,02-04-2022,South,Delhi,Cloud Computing,Hybrid,182227.34,52,Dropped,Placed
35458,20-01-2021,West,Hyderabad,Web Development,Online,233559.09,47,Completed,Not Placed
35459,29-10-2022,North,Delhi,Data Science,Online,115276.49,78,Ongoing,Placed
35460,26-06-2022,South,Hyderabad,AI/ML,Offline,31803,64,Ongoing,Placed
35461,22-09-2020,Central,Bengaluru,Web Development,Online,37290.01,100,Ongoing,Not Eligible
35462,06-03-2021,South,Mumbai,Python,Hybrid,96532.47,44,Ongoing,Placed
35463,04-07-2021,Central,Bengaluru,Web Development,Offline,77828.25,44,Ongoing,Not Eligible
35464,27-04-2022,East,Hyderabad,Data Science,Hybrid,109315.02,67,Completed,Placed
35465,13-11-2020,North,Ahmedabad,Data Science,Online,40951.86,85,Ongoing,Not Placed
35466,16-12-2022,Central,Hyderabad,Python,Hybrid,218915.54,48,Completed,Not Placed
35467,24-01-2023,Central,Pune,Cyber Security,Hybrid,18201.6,53,Completed,Placed
35468,25-09-2020,South,Bengaluru,Web Development,Hybrid,106744.04,69,Completed,Placed
35469,07-09-2023,South,Ahmedabad,Python,Offline,121384.63,64,Ongoing,Not Eligible
35470,15-12-2021,Central,Hyderabad,AI/ML,Offline,189834.23,77,Dropped,Not Eligible
35471,16-04-2023,South,Delhi,AI/ML,Online,146523.56,79,Completed,Placed
35472,13-04-2022,West,Bengaluru,Web Development,Online,74292.05,60,Ongoing,Not Placed
35473,02-10-2020,West,Ahmedabad,Python,Offline,19213.92,70,Completed,Not Eligible
35474,25-12-2022,West,Pune,Cloud Computing,Offline,160943.58,43,Ongoing,Placed
35475,05-02-2023,North,Pune,Web Development,Offline,156987.9,80,Completed,Placed
35476,30-05-2023,North,Pune,Python,Online,216725.11,68,Completed,Placed
35477,16-02-2022,Central,Chennai,AI/ML,Offline,138396.09,65,Ongoing,Placed
35478,04-01-2022,South,Delhi,Data Science,Online,10472.11,63,Completed,Placed
35479,10-03-2021,North,Pune,Web Development,Hybrid,232277.34,41,Ongoing,Not Eligible
35480,14-11-2021,North,Mumbai,Data Science,Online,125551.76,43,Ongoing,Placed
35481,23-12-2020,Central,Chennai,AI/ML,Online,10031.73,48,Completed,Placed
35482,10-08-2023,East,Chennai,Python,Hybrid,222463.18,97,Ongoing,Placed
35483,02-12-2020,West,Delhi,Data Science,Offline,55707.12,76,Dropped,Placed
35484,21-06-2023,East,Bengaluru,Web Development,Online,131300.96,64,Ongoing,Placed
35485,30-06-2020,West,Mumbai,Cloud Computing,Offline,218679.47,70.10842186,Ongoing,Not Placed
35486,23-01-2023,East,Chennai,Web Development,Hybrid,192072.87,68,Ongoing,Not Eligible
35487,27-10-2021,East,Bengaluru,Python,Offline,98191.81,98,Ongoing,Placed
35488,09-08-2023,Central,Kolkata,Web Development,Online,106989.1,57,Ongoing,Placed
35489,23-05-2023,South,Bengaluru,Data Science,Offline,220333.05,69,Ongoing,Not Placed
35490,11-08-2022,South,Pune,Data Science,Online,197635.66,61,Completed,Not Placed
35491,08-06-2021,West,Pune,Cloud Computing,Offline,223579.54,40,Ongoing,Not Placed
35492,13-06-2020,North,Chennai,Cyber Security,Online,62551.97,79,Completed,Not Eligible
35493,09-09-2023,North,Pune,Cloud Computing,Online,84844.45,90,Ongoing,Not Eligible
35494,25-04-2021,Central,Hyderabad,Data Science,Hybrid,30825.61,79,Completed,Not Eligible
35495,01-01-2021,North,Pune,Cyber Security,Hybrid,220749.32,47,Completed,Placed
35496,13-11-2021,Central,Hyderabad,Cloud Computing,Offline,218646.06,87,Completed,Not Eligible
35497,20-05-2022,East,Mumbai,Data Science,Online,23058.17,52,Ongoing,Placed
35498,25-01-2022,East,Kolkata,Data Science,Offline,144825.42,86,Ongoing,Not Placed
35499,16-12-2022,South,Delhi,Web Development,Online,177757.31,62,Completed,Placed
35500,13-04-2022,North,Hyderabad,Python,Online,214369.38,44,Ongoing,Not Placed
35501,09-06-2022,South,Bengaluru,AI/ML,Hybrid,97665.65,93,Dropped,Placed
35502,21-07-2021,East,Bengaluru,Python,Hybrid,134448.88,70.10842186,Completed,Not Placed
35503,22-09-2021,West,Bengaluru,Web Development,Online,94277.14,72,Completed,Not Eligible
35504,11-08-2022,East,Ahmedabad,AI/ML,Offline,40806.28,57,Dropped,Not Placed
35505,24-02-2021,North,Hyderabad,AI/ML,Hybrid,133974.79,49,Ongoing,Not Placed
35506,08-07-2020,East,Kolkata,AI/ML,Hybrid,59193.96,81,Dropped,Not Placed
35507,03-10-2020,South,Mumbai,Cyber Security,Offline,151386.89,51,Dropped,Not Placed
35508,18-05-2022,East,Delhi,AI/ML,Offline,33590.68,48,Completed,Placed
35509,17-07-2022,North,Ahmedabad,Python,Online,175570.88,78,Completed,Not Placed
35510,21-12-2021,West,Chennai,Cyber Security,Hybrid,138399.64,95,Dropped,Not Eligible
35511,01-08-2021,East,Ahmedabad,AI/ML,Hybrid,159280.81,100,Completed,Not Placed
35512,05-04-2022,West,Bengaluru,Cyber Security,Online,222823.87,95,Completed,Not Placed
35513,11-01-2022,Central,Pune,Python,Offline,97535.81,59,Ongoing,Placed
35514,07-08-2022,South,Pune,Web Development,Hybrid,11728.09,66,Completed,Not Placed
35515,08-03-2021,South,Mumbai,Data Science,Offline,246732.74,94,Completed,Not Placed
35516,09-09-2021,East,Pune,Web Development,Hybrid,59937.74,86,Completed,Not Eligible
35517,13-06-2020,North,Bengaluru,Cyber Security,Online,19847.29,79,Completed,Placed
35518,03-01-2022,Central,Delhi,Cloud Computing,Online,167097.18,57,Completed,Placed
35519,07-07-2022,West,Pune,Cloud Computing,Offline,248537.63,59,Ongoing,Placed
35520,20-07-2022,Central,Ahmedabad,Python,Hybrid,211915.37,98,Ongoing,Placed
35521,25-10-2020,South,Mumbai,Web Development,Online,71664.18,43,Completed,Not Placed
35522,12-05-2023,Central,Chennai,Data Science,Hybrid,79510.15,53,Ongoing,Not Placed
35523,31-10-2021,Central,Hyderabad,Data Science,Offline,107496.24,84,Dropped,Placed
35524,30-01-2023,Central,Pune,Data Science,Online,154003.43,63,Dropped,Not Placed
35525,12-02-2021,Central,Kolkata,Python,Online,89674.49,49,Completed,Placed
35526,04-08-2020,East,Ahmedabad,Data Science,Offline,159287.09,76,Completed,Not Placed
35527,07-09-2021,East,Bengaluru,Data Science,Online,212870.7,60,Completed,Not Placed
35528,10-11-2021,North,Chennai,Data Science,Online,126864.49,67,Completed,Not Placed
35529,01-06-2022,East,Mumbai,Web Development,Offline,113619.86,96,Ongoing,Not Placed
35530,12-05-2023,South,Ahmedabad,Python,Hybrid,15314.53,57,Ongoing,Placed
35531,23-03-2021,South,Kolkata,Python,Online,249354,97,Completed,Not Eligible
35532,08-10-2022,North,Pune,AI/ML,Offline,11443.21,77,Ongoing,Not Placed
35533,17-09-2021,West,Chennai,Data Science,Online,36970.4,47,Completed,Placed
35534,26-09-2022,North,Delhi,AI/ML,Online,189702.38,96,Ongoing,Placed
35535,03-06-2020,East,Bengaluru,Python,Online,75214.03,87,Dropped,Not Placed
35536,06-03-2021,North,Delhi,Python,Online,102659.73,63,Ongoing,Not Placed
35537,11-04-2021,West,Bengaluru,Python,Online,197219.17,71,Ongoing,Placed
35538,15-08-2022,South,Ahmedabad,Python,Online,72551.62,44,Ongoing,Not Placed
35539,22-10-2022,North,Delhi,Python,Offline,26037.81,84,Completed,Placed
35540,30-05-2023,Central,Ahmedabad,Cyber Security,Offline,174604.86,70,Ongoing,Not Placed
35541,26-02-2023,Central,Chennai,Data Science,Online,63502.85,58,Completed,Not Eligible
35542,03-02-2021,North,Delhi,Python,Offline,153354.93,41,Completed,Placed
35543,17-08-2021,Central,Ahmedabad,Python,Online,188465.4,76,Completed,Not Eligible
35544,19-08-2021,West,Bengaluru,Data Science,Online,51310.25,62,Ongoing,Not Placed
35545,02-05-2021,South,Ahmedabad,AI/ML,Online,152608.46,89,Ongoing,Placed
35546,11-01-2023,West,Pune,Python,Offline,40841.5,66,Ongoing,Not Eligible
35547,22-04-2023,North,Hyderabad,AI/ML,Online,203328.86,74,Completed,Not Eligible
35548,13-10-2020,West,Mumbai,Data Science,Offline,212102.06,69,Ongoing,Not Placed
35549,13-01-2022,West,Chennai,Cyber Security,Hybrid,9510.99,56,Completed,Not Eligible
35550,15-03-2023,Central,Bengaluru,Python,Online,35169.31,87,Ongoing,Not Placed
35551,28-05-2023,South,Kolkata,Cyber Security,Online,176656.51,88,Dropped,Placed
35552,15-05-2021,West,Delhi,Python,Hybrid,160237.35,67,Completed,Placed
35553,24-10-2020,West,Chennai,Data Science,Offline,105570.99,66,Dropped,Not Placed
35554,04-05-2023,West,Chennai,AI/ML,Online,143749.61,49,Completed,Placed
35555,29-07-2022,North,Pune,Python,Hybrid,39831.9,68,Ongoing,Placed
35556,09-12-2021,West,Bengaluru,Web Development,Online,191919.87,48,Completed,Placed
35557,17-09-2022,Central,Hyderabad,Cloud Computing,Online,94602.9,72,Completed,Not Eligible
35558,08-04-2021,South,Delhi,AI/ML,Offline,125896.86,89,Ongoing,Not Eligible
35559,22-06-2023,East,Mumbai,Web Development,Hybrid,138035.56,41,Completed,Not Placed
35560,22-08-2023,North,Pune,Web Development,Hybrid,110994.77,78,Completed,Not Eligible
35561,05-08-2023,Central,Mumbai,Cloud Computing,Offline,151277.74,45,Ongoing,Not Placed
35562,19-06-2023,Central,Hyderabad,Python,Online,124293.56,42,Ongoing,Not Placed
35563,02-07-2021,West,Bengaluru,Cyber Security,Online,215221.07,61,Ongoing,Placed
35564,01-08-2020,North,Bengaluru,Python,Online,19483.41,67,Dropped,Not Placed
35565,22-06-2020,Central,Delhi,Data Science,Hybrid,106792.89,98,Ongoing,Not Eligible
35566,16-09-2022,Central,Ahmedabad,Web Development,Hybrid,214016.44,80,Ongoing,Placed
35567,19-08-2021,West,Mumbai,Data Science,Online,15019.22,72,Ongoing,Not Placed
35568,06-10-2020,North,Pune,Cyber Security,Offline,141470.68,64,Ongoing,Not Placed
35569,09-10-2020,Central,Chennai,AI/ML,Offline,99723.5,98,Completed,Not Placed
35570,13-07-2021,Central,Ahmedabad,Python,Online,210006.83,47,Completed,Not Eligible
35571,08-12-2021,West,Chennai,Python,Online,5725.7,48,Ongoing,Not Eligible
35572,15-02-2022,West,Ahmedabad,Web Development,Offline,77930.9,49,Ongoing,Not Placed
35573,29-11-2021,South,Ahmedabad,Web Development,Online,37637.54,63,Ongoing,Placed
35574,06-06-2020,West,Bengaluru,AI/ML,Hybrid,147298.62,87,Dropped,Not Placed
35575,02-09-2023,West,Delhi,Cyber Security,Offline,55483.47,93,Dropped,Not Placed
35576,29-06-2022,East,Ahmedabad,Cyber Security,Offline,69495.46,85,Completed,Not Placed
35577,28-08-2021,North,Hyderabad,Data Science,Offline,202293.56,99,Dropped,Not Placed
35578,04-08-2020,Central,Bengaluru,Data Science,Online,80476.1,40,Ongoing,Placed
35579,06-04-2022,North,Ahmedabad,AI/ML,Hybrid,41596.78,60,Ongoing,Placed
35580,22-02-2021,Central,Hyderabad,Web Development,Hybrid,106274.92,54,Ongoing,Placed
35581,10-04-2022,North,Pune,Data Science,Offline,211446.43,46,Dropped,Not Placed
35582,15-05-2021,South,Ahmedabad,AI/ML,Hybrid,163524.28,100,Ongoing,Not Placed
35583,04-05-2022,Central,Bengaluru,AI/ML,Online,181737.91,92,Ongoing,Not Eligible
35584,05-05-2021,East,Ahmedabad,Web Development,Online,7989.77,44,Ongoing,Placed
35585,21-12-2022,East,Kolkata,Python,Hybrid,238499.08,57,Dropped,Not Eligible
35586,16-07-2021,Central,Hyderabad,Data Science,Offline,45412.63,89,Ongoing,Placed
35587,25-10-2022,West,Mumbai,Web Development,Online,169413.74,65,Completed,Not Eligible
35588,03-04-2021,North,Hyderabad,AI/ML,Online,217994.11,97,Completed,Not Placed
35589,07-02-2022,Central,Ahmedabad,Cyber Security,Online,46471.4,64,Ongoing,Not Placed
35590,30-07-2021,West,Pune,Data Science,Online,74425.6,79,Completed,Not Eligible
35591,04-07-2023,West,Bengaluru,Data Science,Online,171348.07,75,Completed,Placed
35592,14-06-2020,South,Bengaluru,Web Development,Online,208318.58,68,Completed,Not Placed
35593,26-06-2021,Central,Bengaluru,Python,Hybrid,121978.63,87,Ongoing,Not Placed
35594,11-11-2020,North,Delhi,Cyber Security,Hybrid,57886.81,41,Dropped,Placed
35595,08-05-2023,North,Hyderabad,Web Development,Hybrid,209518.85,43,Dropped,Not Eligible
35596,04-05-2023,South,Pune,Web Development,Hybrid,23805.22,77,Dropped,Not Placed
35597,19-12-2022,North,Ahmedabad,AI/ML,Online,176689.88,76,Dropped,Not Placed
35598,09-06-2021,North,Ahmedabad,Cyber Security,Hybrid,152695.73,92,Dropped,Not Placed
35599,05-12-2021,North,Bengaluru,Data Science,Offline,11372.71,60,Ongoing,Placed
35600,28-08-2021,North,Delhi,AI/ML,Offline,179222.64,62,Ongoing,Not Eligible
35601,16-03-2022,West,Mumbai,Cyber Security,Online,33580.35,92,Dropped,Placed
35602,09-03-2021,North,Delhi,AI/ML,Offline,63551.37,68,Ongoing,Not Placed
35603,09-12-2020,Central,Hyderabad,Web Development,Offline,248195.73,77,Ongoing,Not Placed
35604,29-07-2021,Central,Delhi,Python,Hybrid,153750.35,88,Ongoing,Not Eligible
35605,13-06-2020,East,Delhi,Cyber Security,Hybrid,150601.97,53,Ongoing,Not Placed
35606,01-09-2023,North,Bengaluru,AI/ML,Offline,47923.01,70.10842186,Dropped,Not Eligible
35607,09-12-2020,North,Hyderabad,AI/ML,Offline,11446.14,98,Ongoing,Not Eligible
35608,15-06-2022,Central,Kolkata,Python,Online,210440.21,89,Ongoing,Not Eligible
35609,08-08-2020,South,Hyderabad,Data Science,Hybrid,97120,75,Ongoing,Not Eligible
35610,20-03-2021,South,Mumbai,Python,Offline,238643.83,93,Completed,Not Placed
35611,26-10-2022,Central,Kolkata,Cyber Security,Online,239906.48,75,Ongoing,Placed
35612,20-05-2021,West,Mumbai,Cyber Security,Online,64595.96,71,Ongoing,Not Eligible
35613,17-09-2020,North,Bengaluru,Cyber Security,Online,11566.84,85,Completed,Not Eligible
35614,15-04-2022,West,Mumbai,Web Development,Offline,175623.9,78,Completed,Not Placed
35615,19-07-2020,North,Delhi,Data Science,Hybrid,224777.63,69,Completed,Placed
35616,13-07-2023,North,Chennai,Cloud Computing,Hybrid,70811.73,69,Ongoing,Not Eligible
35617,21-07-2022,West,Delhi,Web Development,Online,7975.78,63,Dropped,Not Eligible
35618,26-06-2021,North,Kolkata,Python,Online,241216.58,60,Ongoing,Not Placed
35619,12-12-2021,West,Bengaluru,AI/ML,Online,63155.38,91,Ongoing,Not Placed
35620,19-10-2022,South,Hyderabad,Web Development,Offline,66862.28,70,Completed,Not Placed
35621,08-08-2023,East,Chennai,Cyber Security,Offline,213749.64,52,Completed,Not Eligible
35622,10-07-2020,Central,Mumbai,Cyber Security,Offline,85382.65,73,Completed,Not Placed
35623,11-07-2021,West,Kolkata,Python,Offline,60300.6,97,Completed,Not Eligible
35624,27-03-2021,Central,Pune,Data Science,Offline,186523.85,54,Ongoing,Not Placed
35625,03-10-2020,East,Ahmedabad,Cloud Computing,Online,226508.21,45,Dropped,Not Placed
35626,18-03-2021,Central,Kolkata,Python,Offline,178969.52,70.10842186,Ongoing,Not Placed
35627,30-08-2022,Central,Hyderabad,Data Science,Hybrid,28384.9,89,Ongoing,Placed
35628,04-05-2022,South,Pune,Web Development,Offline,164608.25,40,Completed,Placed
35629,14-07-2020,West,Pune,Data Science,Offline,144136.96,43,Completed,Placed
35630,03-11-2022,East,Mumbai,Cyber Security,Online,141953.77,68,Ongoing,Not Placed
35631,20-03-2023,West,Kolkata,AI/ML,Online,53377.95,82,Ongoing,Placed
35632,12-05-2023,South,Mumbai,Cyber Security,Offline,233197.98,65,Completed,Not Placed
35633,11-09-2021,East,Bengaluru,Web Development,Online,219821.21,89,Dropped,Not Eligible
35634,14-11-2022,West,Chennai,Web Development,Offline,41082.3,40,Dropped,Placed
35635,20-07-2022,North,Pune,Data Science,Online,240533.47,70,Ongoing,Not Placed
35636,21-12-2020,South,Chennai,Web Development,Online,143108.87,40,Completed,Not Placed
35637,25-04-2021,Central,Mumbai,AI/ML,Online,124912.74,53,Completed,Not Placed
35638,08-04-2022,North,Chennai,Python,Hybrid,81048.24,52,Dropped,Placed
35639,17-09-2022,East,Delhi,Data Science,Offline,154533.38,54,Completed,Not Placed
35640,06-07-2021,South,Mumbai,Web Development,Online,186477.38,45,Ongoing,Not Eligible
35641,09-11-2020,East,Mumbai,Web Development,Offline,239457.2,94,Ongoing,Placed
35642,17-12-2021,South,Delhi,AI/ML,Online,181924.66,60,Ongoing,Not Placed
35643,16-03-2021,South,Kolkata,Web Development,Offline,229075.05,52,Completed,Not Placed
35644,07-10-2021,South,Ahmedabad,Cyber Security,Online,219822.28,42,Ongoing,Not Eligible
35645,31-08-2023,West,Bengaluru,AI/ML,Offline,159169.05,94,Ongoing,Not Placed
35646,11-06-2020,East,Mumbai,AI/ML,Hybrid,176007.27,66,Dropped,Not Placed
35647,10-04-2021,Central,Kolkata,Web Development,Offline,34615.14,44,Ongoing,Placed
35648,28-04-2022,North,Mumbai,Data Science,Online,23917.11,99,Ongoing,Placed
35649,22-01-2023,Central,Kolkata,Python,Offline,228012.45,69,Ongoing,Not Eligible
35650,23-02-2022,East,Bengaluru,Data Science,Online,10965.72,42,Ongoing,Not Eligible
35651,28-01-2021,Central,Kolkata,AI/ML,Offline,181624.32,100,Dropped,Not Placed
35652,01-09-2020,North,Mumbai,Cyber Security,Offline,73366.68,79,Completed,Placed
35653,25-08-2023,Central,Mumbai,Python,Online,122167.02,92,Dropped,Not Placed
35654,12-02-2022,South,Pune,Python,Hybrid,110944.68,43,Ongoing,Not Eligible
35655,16-07-2021,South,Chennai,Data Science,Hybrid,56059.27,69,Completed,Not Placed
35656,26-03-2023,West,Ahmedabad,Cyber Security,Online,238296.48,90,Ongoing,Not Eligible
